,Point.Forecast,Lo.80,Hi.80,Lo.95,Hi.95
29.97917,1290.678916,-658.7668364,3240.124669,-1690.741081,4272.098914
30,1290.948924,-670.3310298,3252.228878,-1708.569922,4290.46777
30.02083,1278.428079,-694.7062283,3251.562386,-1739.220436,4296.076593
30.04167,1266.527859,-718.4806857,3251.536404,-1769.280735,4302.336453
30.0625,1255.798655,-741.1037473,3252.701057,-1798.200025,4309.797335
30.08333,1221.531027,-787.2845922,3230.346646,-1850.687346,4293.7494
30.10417,1193.925471,-826.8224663,3214.673409,-1896.541808,4284.39275
30.125,1166.928439,-865.7666044,3199.623481,-1941.810361,4275.667238
30.14583,1153.257838,-891.3969818,3197.912658,-1973.771862,4280.287538
30.16667,1152.385475,-904.2429451,3209.013895,-1992.956267,4297.727217
30.1875,1152.675014,-915.9402913,3221.29032,-2010.999087,4316.349115
