"","Point.Forecast","Lo.80","Hi.80","Lo.95","Hi.95"
"93.44792",2368.85717117471,1142.01713216245,3595.69721018697,492.567245818549,4245.14709653087
"93.45833",2380.49945512012,1147.54387939915,3613.45503084108,494.856623476417,4266.14228676382
"93.46875",2388.22081708262,1149.17988877547,3627.26174538978,493.271241783162,4283.17039238208
"93.47917",2393.59047005687,1148.49393070797,3638.68700940577,489.379636868692,4297.80130324505
"93.48958",2375.81322303918,1124.69038232803,3626.93606375033,462.385957248874,4289.24048882949
"93.50000",2361.90846102704,1104.78820712108,3619.02871493299,439.308943274144,4284.50797877993
"93.51042",2350.07951401869,1086.99032358166,3613.16870445572,418.351295602128,4281.80773243525
"93.52083",2332.60246401296,1063.57241188332,3601.6325161426,391.78848169293,4273.41644633299
"93.53125",2299.67683400903,1024.73360256252,3574.62006545554,349.819424325804,4249.53424369225
"93.54167",2283.52365300632,1002.69454121579,3564.35276479685,324.664566136047,4242.3827398766
"93.55208",2293.38514600447,1006.69707820946,3580.07321379948,325.565559171083,4261.20473283785
"93.56250",2306.65638400319,1014.1359184012,3599.17684960518,329.916914464713,4283.39585354167
"93.57292",2338.27695100231,1039.95028787299,3636.60361413164,352.657668628625,4323.896233376
"93.58333",2372.47463300171,1068.36762267467,3676.58164332876,378.015072460329,4366.9341935431
"93.59375",2406.3704160013,1096.50856657783,3716.23226542478,403.109588566657,4409.63124343595
"93.60417",2422.92557300102,1107.33405783926,3738.51708816277,410.901978002115,4434.94916799992
"93.61458",2432.66300000082,1111.36666497381,3753.95933502783,411.914635921377,4453.41136408027
"93.62500",2461.16950300069,1134.19287353587,3788.1461324655,431.733878245196,4490.60512775618
"93.63542",2481.5557350006,1148.92302290936,3814.18844709183,443.469878339175,4519.64159166202
"93.64583",2497.89440900053,1159.62951910564,3836.15929889543,451.194879704718,4544.59393829635
"93.65625",2498.18152000049,1154.30805656911,3842.05498343188,442.904417681698,4553.45862231929
"93.66667",2489.19350600046,1139.73477899,3838.65223301093,425.374480162187,4553.01253183874
"93.67708",2471.67614500044,1116.6551761242,3826.69711387668,399.350404314848,4544.00188568604
"93.68750",2452.63877000043,1092.07829861965,3813.1992413812,371.841091319465,4533.43644868139
"93.69792",2430.15101200042,1064.07350084908,3796.22852315176,340.915749111141,4519.3862748897
"93.70833",2446.28473100041,1074.71237174882,3817.85709025201,348.645823133772,4543.92363886706
"93.71875",2441.47571000041,1064.43042866339,3818.52099133743,335.466690102376,4547.48472989844
"93.72917",2524.9734546004,1142.47691679567,3907.46999240514,410.62745737389,4639.31945182692
"93.73958",2572.2984180004,1184.37203406226,3960.22480193855,449.648187726072,4694.94864827473
"93.75000",2717.1204110004,1323.78534095402,4110.45548104678,586.198309144128,4848.04251285668
"93.76042",2877.5946230004,1478.87178140143,4276.31746459937,738.432635614815,5016.75661038599
"93.77083",2943.8676780004,1539.77773864459,4347.95761735622,796.497422927627,5091.23793307318
"93.78125",2944.1700360004,1534.73343650763,4353.60663549317,788.622769882768,5099.71730211804
"93.79167",2901.0923280004,1486.32927427753,4315.85538172328,737.398953105734,5064.78570289507
"93.80208",2848.6467210004,1428.57719158686,4268.71625041395,676.837791868064,5020.45565013274
"93.81250",2791.9340630004,1366.57781330058,4217.29031270022,612.039792914158,4971.82833308664
"93.82292",2733.0507010004,1302.42726740655,4163.67413459426,545.100968293841,4921.00043370696
"93.83333",2701.2260340004,1265.35473790963,4137.09733009117,505.250388200431,4897.20167980037
"93.84375",2637.2591920004,1196.15914372931,4078.35924027149,433.286859814159,4841.23152418664
"93.85417",2602.5986900004,1156.28879260066,4048.90858740015,390.658581150631,4814.53879885017
"93.86458",2542.4220930004,1090.92104597839,3993.92314002241,322.542805914231,4762.30138008657
"93.87500",2466.2963720004,1009.62267494415,3922.97006905665,238.506199356199,4694.08654464461
"93.88542",2419.4671180004,957.639074116634,3881.29516188417,183.794052137247,4655.14018386356
"93.89583",2348.0148820004,881.050601564586,3814.97916243622,104.486620194495,4591.54314380631
"93.90625",2189.9952860004,717.912689722563,3662.07788227824,-61.3607643873879,4441.35133638819
"93.91667",2135.5365070004,658.353329309282,3612.71968469152,-123.620209501042,4394.69322350185
"93.92708",2072.9933220004,590.727114248514,3555.25952975229,-193.937218137399,4339.92386213821
"93.93750",2031.4938260004,544.161959592407,3518.8256924084,-243.183970502947,4306.17162250375
"93.94792",1970.9001390004,478.519808447153,3463.28046955365,-311.49861713342,4253.29889513423
"93.95833",1930.6614500004,433.249675900921,3428.07322409989,-359.432235004012,4220.75513500482
"93.96875",1911.6964420004,409.270073953938,3414.12281004687,-386.066402636307,4209.45928663711
